975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;off;08.01.2020;0,2698;0,3174;4,0000;4,0000
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;pr;08.01.2020;7,7570;8,8723;45,0000;45,0000
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;off;08.01.2020;0,3497;0,3978;7,0000;7,0000
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;pr;08.01.2020;0,8459;0,9980;6,0000;6,0000
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;off;08.01.2020;0,2728;0,3169;3,0000;3,0000
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;pr;08.01.2020;2,7818;3,1640;52,0000;52,0000
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;off;08.01.2020;0,1531;0,1682;4,0000;4,0000
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;pr;08.01.2020;0,8308;0,9300;22,0000;22,0000
1858;ПЕРВЫЙ КАНАЛ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;off;08.01.2020;1,2504;1,4555;4,0000;4,0000
1858;ПЕРВЫЙ КАНАЛ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;pr;08.01.2020;64,4033;75,0202;35,0000;35,0000
1858;ПЕРВЫЙ КАНАЛ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;off;08.01.2020;0,6545;0,7845;2,0000;2,0000
1858;ПЕРВЫЙ КАНАЛ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;pr;08.01.2020;61,7514;72,1925;42,0000;42,0000
1859;РОССИЯ 1 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;off;08.01.2020;3,1501;3,7191;8,0000;8,0000
1859;РОССИЯ 1 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;pr;08.01.2020;112,5367;131,9185;41,0000;41,0000
1859;РОССИЯ 1 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;pr;08.01.2020;56,6925;66,6490;36,0000;36,0000
1860;РОССИЯ 24 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;off;08.01.2020;3,6040;4,3144;11,0000;11,0000
1860;РОССИЯ 24 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;pr;08.01.2020;22,5511;26,6344;32,0000;32,0000
1860;РОССИЯ 24 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;pr;08.01.2020;2,6859;3,1971;4,0000;4,0000
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;off;08.01.2020;2,6849;3,1490;20,0000;20,0000
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;pr;08.01.2020;28,1455;32,8751;52,0000;52,0000
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;off;08.01.2020;0,3312;0,3873;4,0000;4,0000
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;pr;08.01.2020;14,7724;17,0776;41,0000;41,0000
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;off;08.01.2020;2,8685;3,2558;13,0000;13,0000
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;pr;08.01.2020;78,7483;89,2777;41,0000;41,0000
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;off;08.01.2020;0,1785;0,2140;1,0000;1,0000
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;pr;08.01.2020;15,0530;17,1414;9,0000;9,0000
1863;РОССИЯ К (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;off;08.01.2020;0,0694;0,0832;1,0000;1,0000
1863;РОССИЯ К (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;pr;08.01.2020;0,1642;0,1917;1,0000;1,0000
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;off;08.01.2020;0,3254;0,3716;5,0000;5,0000
