nan;nan;nan;nan;nan;nan;nan;TVR;Quantity
nan;nan;nan;nan;nan;nan;nan;all 18+;all 18+
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;14:45:00 - 14:45:59;25.01.2020;1,6341;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;15:03:00 - 15:03:59;25.01.2020;1,4762;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;15:19:00 - 15:19:59;25.01.2020;1,5622;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;15:37:00 - 15:37:59;25.01.2020;1,5641;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;16:09:00 - 16:09:59;25.01.2020;1,1926;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;16:29:00 - 16:29:59;25.01.2020;1,2165;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;16:49:00 - 16:49:59;25.01.2020;1,4669;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;17:07:00 - 17:07:59;25.01.2020;1,4942;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;17:27:00 - 17:27:59;25.01.2020;1,3356;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;17:47:00 - 17:47:59;25.01.2020;1,2687;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;18:07:00 - 18:07:59;25.01.2020;1,1918;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;18:38:00 - 18:38:59;25.01.2020;1,3352;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;18:55:00 - 18:55:59;25.01.2020;1,6867;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;19:13:00 - 19:13:59;25.01.2020;1,7962;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;19:30:00 - 19:30:59;25.01.2020;1,6771;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;19:46:00 - 19:46:59;25.01.2020;1,6852;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;20:15:00 - 20:15:59;25.01.2020;1,7029;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;20:24:00 - 20:24:59;25.01.2020;1,8781;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;20:46:00 - 20:46:59;25.01.2020;1,6002;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;21:27:00 - 21:27:59;25.01.2020;1,7989;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;21:57:00 - 21:57:59;25.01.2020;1,9048;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;22:11:00 - 22:11:59;25.01.2020;1,5900;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;22:36:00 - 22:36:59;25.01.2020;1,9429;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;22:43:00 - 22:43:59;25.01.2020;1,8494;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;23:11:00 - 23:11:59;25.01.2020;1,8686;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;23:28:00 - 23:28:59;25.01.2020;1,7131;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;23:55:00 - 23:55:59;25.01.2020;1,2328;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;24:15:00 - 24:15:59;25.01.2020;1,0669;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;24:36:00 - 24:36:59;25.01.2020;1,2894;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;25:13:00 - 25:13:59;25.01.2020;0,8451;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;25:29:00 - 25:29:59;25.01.2020;0,9078;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;06:45:00 - 06:45:59;25.01.2020;0,0376;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;07:10:00 - 07:10:59;25.01.2020;0,0945;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;08:16:00 - 08:16:59;25.01.2020;0,1502;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;09:01:00 - 09:01:59;25.01.2020;0,2712;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;17:07:00 - 17:07:59;25.01.2020;1,0297;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;17:28:00 - 17:28:59;25.01.2020;1,0684;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;18:07:00 - 18:07:59;25.01.2020;0,8174;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;19:14:00 - 19:14:59;25.01.2020;1,4146;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;20:01:00 - 20:01:59;25.01.2020;0,9385;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;20:32:00 - 20:32:59;25.01.2020;1,2385;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;21:10:00 - 21:10:59;25.01.2020;1,1192;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;21:42:00 - 21:42:59;25.01.2020;1,1018;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;22:26:00 - 22:26:59;25.01.2020;1,3749;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;22:57:00 - 22:57:59;25.01.2020;1,3232;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;23:56:00 - 23:56:59;25.01.2020;0,8507;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;24:55:00 - 24:55:59;25.01.2020;0,8416;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;25:57:00 - 25:57:59;25.01.2020;0,6804;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;26:28:00 - 26:28:59;25.01.2020;0,5569;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;07:52:00 - 07:52:59;25.01.2020;0,2695;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;08:53:00 - 08:53:59;25.01.2020;0,5719;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;09:48:00 - 09:48:59;25.01.2020;0,8586;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;10:49:00 - 10:49:59;25.01.2020;1,0103;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;11:52:00 - 11:52:59;25.01.2020;1,3458;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;12:44:00 - 12:44:59;25.01.2020;1,4907;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;13:34:00 - 13:34:59;25.01.2020;1,4111;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;13:44:00 - 13:44:59;25.01.2020;1,3223;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;14:37:00 - 14:37:59;25.01.2020;1,1763;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;14:47:00 - 14:47:59;25.01.2020;1,2290;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;15:36:00 - 15:36:59;25.01.2020;1,5942;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;15:52:00 - 15:52:59;25.01.2020;1,5985;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;16:35:00 - 16:35:59;25.01.2020;1,4610;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;16:51:00 - 16:51:59;25.01.2020;1,5613;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;17:06:00 - 17:06:59;25.01.2020;1,6076;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;17:22:00 - 17:22:59;25.01.2020;1,6428;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;17:40:00 - 17:40:59;25.01.2020;1,5433;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;19:27:00 - 19:27:59;25.01.2020;2,0190;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;19:56:00 - 19:56:59;25.01.2020;2,3339;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;20:26:00 - 20:26:59;25.01.2020;2,5713;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;20:39:00 - 20:39:59;25.01.2020;2,5599;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;20:51:00 - 20:51:59;25.01.2020;2,6719;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;21:04:00 - 21:04:59;25.01.2020;2,8103;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;21:21:00 - 21:21:59;25.01.2020;2,8199;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;21:36:00 - 21:36:59;25.01.2020;2,8898;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;22:07:00 - 22:07:59;25.01.2020;2,9655;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;22:23:00 - 22:23:59;25.01.2020;2,9900;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;22:36:00 - 22:36:59;25.01.2020;3,0563;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;23:06:00 - 23:06:59;25.01.2020;2,7929;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;23:23:00 - 23:23:59;25.01.2020;2,6529;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;24:37:00 - 24:37:59;25.01.2020;1,0367;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;25:04:00 - 25:04:59;25.01.2020;0,7925;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;25:18:00 - 25:18:59;25.01.2020;0,7375;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;25:33:00 - 25:33:59;25.01.2020;0,7129;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;06:48:00 - 06:48:59;25.01.2020;0,1652;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;07:15:00 - 07:15:59;25.01.2020;0,2386;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;07:27:00 - 07:27:59;25.01.2020;0,2514;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;07:39:00 - 07:39:59;25.01.2020;0,2808;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;08:13:00 - 08:13:59;25.01.2020;0,3357;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;18:10:00 - 18:10:59;25.01.2020;1,3251;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;18:53:00 - 18:53:59;25.01.2020;1,9253;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;19:14:00 - 19:14:59;25.01.2020;1,4936;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;19:44:00 - 19:44:59;25.01.2020;1,7373;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;20:07:00 - 20:07:59;25.01.2020;2,1624;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;21:47:00 - 21:47:59;25.01.2020;2,4430;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;22:48:00 - 22:48:59;25.01.2020;2,4205;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;23:45:00 - 23:45:59;25.01.2020;1,9174;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;24:06:00 - 24:06:59;25.01.2020;1,1124;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;24:23:00 - 24:23:59;25.01.2020;1,1206;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;24:50:00 - 24:50:59;25.01.2020;0,6875;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;25:47:00 - 25:47:59;25.01.2020;0,5882;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;26:11:00 - 26:11:59;25.01.2020;0,3592;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;08:22:00 - 08:22:59;25.01.2020;0,2073;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;08:54:00 - 08:54:59;25.01.2020;0,3330;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;09:10:00 - 09:10:59;25.01.2020;0,3614;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;09:25:00 - 09:25:59;25.01.2020;0,3982;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;09:38:00 - 09:38:59;25.01.2020;0,5207;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;09:55:00 - 09:55:59;25.01.2020;0,5528;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;10:08:00 - 10:08:59;25.01.2020;0,4821;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;10:24:00 - 10:24:59;25.01.2020;0,6123;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;10:38:00 - 10:38:59;25.01.2020;0,5404;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;10:53:00 - 10:53:59;25.01.2020;0,5436;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;11:03:00 - 11:03:59;25.01.2020;0,5499;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;11:23:00 - 11:23:59;25.01.2020;0,6624;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;11:41:00 - 11:41:59;25.01.2020;0,6709;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;12:04:00 - 12:04:59;25.01.2020;0,7490;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;12:22:00 - 12:22:59;25.01.2020;0,9178;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;12:49:00 - 12:49:59;25.01.2020;0,7313;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;13:07:00 - 13:07:59;25.01.2020;0,7141;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;13:28:00 - 13:28:59;25.01.2020;0,7707;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;13:51:00 - 13:51:59;25.01.2020;0,7593;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;14:14:00 - 14:14:59;25.01.2020;0,9075;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;14:30:00 - 14:30:59;25.01.2020;0,7493;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;14:48:00 - 14:48:59;25.01.2020;0,6822;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;15:11:00 - 15:11:59;25.01.2020;0,7429;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;15:25:00 - 15:25:59;25.01.2020;0,9710;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;15:42:00 - 15:42:59;25.01.2020;1,0136;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;16:03:00 - 16:03:59;25.01.2020;0,8015;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;16:27:00 - 16:27:59;25.01.2020;0,9496;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;16:45:00 - 16:45:59;25.01.2020;0,8811;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;17:04:00 - 17:04:59;25.01.2020;0,9398;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;17:28:00 - 17:28:59;25.01.2020;0,9594;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;17:46:00 - 17:46:59;25.01.2020;1,0488;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;18:08:00 - 18:08:59;25.01.2020;1,1037;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;18:31:00 - 18:31:59;25.01.2020;0,9701;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;18:46:00 - 18:46:59;25.01.2020;1,0549;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;19:10:00 - 19:10:59;25.01.2020;1,2178;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;19:29:00 - 19:29:59;25.01.2020;1,2130;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;19:47:00 - 19:47:59;25.01.2020;1,2139;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;20:10:00 - 20:10:59;25.01.2020;1,3557;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;20:23:00 - 20:23:59;25.01.2020;1,3483;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;20:45:00 - 20:45:59;25.01.2020;1,3824;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;21:09:00 - 21:09:59;25.01.2020;1,6095;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;21:30:00 - 21:30:59;25.01.2020;1,6034;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;21:51:00 - 21:51:59;25.01.2020;1,5589;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;22:10:00 - 22:10:59;25.01.2020;1,7743;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;22:29:00 - 22:29:59;25.01.2020;1,5650;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;22:51:00 - 22:51:59;25.01.2020;1,6738;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;23:16:00 - 23:16:59;25.01.2020;0,9466;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;23:33:00 - 23:33:59;25.01.2020;0,9776;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;23:54:00 - 23:54:59;25.01.2020;0,9539;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;24:14:00 - 24:14:59;25.01.2020;0,7447;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;24:39:00 - 24:39:59;25.01.2020;0,5914;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;24:53:00 - 24:53:59;25.01.2020;0,4808;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;25:14:00 - 25:14:59;25.01.2020;0,2244;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;25:31:00 - 25:31:59;25.01.2020;0,2029;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;25:52:00 - 25:52:59;25.01.2020;0,1878;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;08:07:00 - 08:07:59;25.01.2020;0,1180;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;08:24:00 - 08:24:59;25.01.2020;0,1337;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;08:38:00 - 08:38:59;25.01.2020;0,1656;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;08:56:00 - 08:56:59;25.01.2020;0,1951;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;09:27:00 - 09:27:59;25.01.2020;0,4006;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;09:57:00 - 09:57:59;25.01.2020;0,3425;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;10:25:00 - 10:25:59;25.01.2020;0,3958;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;10:55:00 - 10:55:59;25.01.2020;0,3075;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;11:05:00 - 11:05:59;25.01.2020;0,3378;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;11:43:00 - 11:43:59;25.01.2020;0,5356;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;12:07:00 - 12:07:59;25.01.2020;0,5011;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;12:52:00 - 12:52:59;25.01.2020;0,5241;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;13:30:00 - 13:30:59;25.01.2020;0,5865;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;13:54:00 - 13:54:59;25.01.2020;0,6333;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;14:16:00 - 14:16:59;25.01.2020;0,6070;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;14:50:00 - 14:50:59;25.01.2020;0,6581;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;15:14:00 - 15:14:59;25.01.2020;0,6222;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;15:45:00 - 15:45:59;25.01.2020;0,6738;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;16:06:00 - 16:06:59;25.01.2020;0,5455;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;16:48:00 - 16:48:59;25.01.2020;0,6568;1
1870;ТНТ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;17:07:00 - 17:07:59;25.01.2020;0,6974;1
