nan;nan;nan;nan;nan;nan;nan;TVR;Quantity
nan;nan;nan;nan;nan;nan;nan;all 18+;all 18+
1873;РЕН ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;07:10:00 - 07:10:59;25.01.2020;0,4129;1
1873;РЕН ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;12:51:00 - 12:51:59;25.01.2020;1,2907;1
1873;РЕН ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;13:51:00 - 13:51:59;25.01.2020;1,6321;1
1873;РЕН ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;14:56:00 - 14:56:59;25.01.2020;1,3149;1
1873;РЕН ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;15:47:00 - 15:47:59;25.01.2020;0,8928;1
1873;РЕН ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;19:16:00 - 19:16:59;25.01.2020;1,3560;1
1873;РЕН ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;19:30:00 - 19:30:59;25.01.2020;1,4144;1
1873;РЕН ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;20:02:00 - 20:02:59;25.01.2020;1,8212;1
1873;РЕН ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;20:20:00 - 20:20:59;25.01.2020;1,6142;1
1873;РЕН ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;21:10:00 - 21:10:59;25.01.2020;2,0410;1
1873;РЕН ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;21:29:00 - 21:29:59;25.01.2020;1,8726;1
1873;РЕН ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;22:29:00 - 22:29:59;25.01.2020;1,8093;1
1873;РЕН ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;22:47:00 - 22:47:59;25.01.2020;1,4860;1
1873;РЕН ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;23:31:00 - 23:31:59;25.01.2020;1,5237;1
1873;РЕН ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;23:49:00 - 23:49:59;25.01.2020;1,3593;1
1873;РЕН ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;24:56:00 - 24:56:59;25.01.2020;0,5149;1
1873;РЕН ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;25:55:00 - 25:55:59;25.01.2020;0,5135;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;05:12:00 - 05:12:59;25.01.2020;0,0297;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;06:03:00 - 06:03:59;25.01.2020;0,0261;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;07:15:00 - 07:15:59;25.01.2020;0,0454;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;08:06:00 - 08:06:59;25.01.2020;0,0546;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;08:26:00 - 08:26:59;25.01.2020;0,0881;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;08:51:00 - 08:51:59;25.01.2020;0,0957;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;09:07:00 - 09:07:59;25.01.2020;0,1251;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;09:27:00 - 09:27:59;25.01.2020;0,1945;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;09:46:00 - 09:46:59;25.01.2020;0,1859;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;10:05:00 - 10:05:59;25.01.2020;0,1576;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;10:25:00 - 10:25:59;25.01.2020;0,1747;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;10:48:00 - 10:48:59;25.01.2020;0,0801;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;11:06:00 - 11:06:59;25.01.2020;0,1877;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;11:27:00 - 11:27:59;25.01.2020;0,2163;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;11:48:00 - 11:48:59;25.01.2020;0,2043;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;12:07:00 - 12:07:59;25.01.2020;0,1352;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;12:29:00 - 12:29:59;25.01.2020;0,1621;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;12:51:00 - 12:51:59;25.01.2020;0,1624;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;13:09:00 - 13:09:59;25.01.2020;0,1739;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;13:29:00 - 13:29:59;25.01.2020;0,2079;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;13:51:00 - 13:51:59;25.01.2020;0,2069;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;14:10:00 - 14:10:59;25.01.2020;0,1982;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;14:27:00 - 14:27:59;25.01.2020;0,1409;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;14:50:00 - 14:50:59;25.01.2020;0,1538;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;15:09:00 - 15:09:59;25.01.2020;0,1232;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;15:34:00 - 15:34:59;25.01.2020;0,1492;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;15:53:00 - 15:53:59;25.01.2020;0,1570;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;16:12:00 - 16:12:59;25.01.2020;0,1379;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;16:30:00 - 16:30:59;25.01.2020;0,1267;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;16:45:00 - 16:45:59;25.01.2020;0,1428;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;17:09:00 - 17:09:59;25.01.2020;0,1301;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;17:31:00 - 17:31:59;25.01.2020;0,1619;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;17:47:00 - 17:47:59;25.01.2020;0,1827;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;18:11:00 - 18:11:59;25.01.2020;0,1147;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;18:30:00 - 18:30:59;25.01.2020;0,1242;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;18:47:00 - 18:47:59;25.01.2020;0,2052;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;19:12:00 - 19:12:59;25.01.2020;0,1375;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;19:27:00 - 19:27:59;25.01.2020;0,1560;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;19:38:00 - 19:38:59;25.01.2020;0,1191;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;19:52:00 - 19:52:59;25.01.2020;0,1461;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;20:08:00 - 20:08:59;25.01.2020;0,1866;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;20:24:00 - 20:24:59;25.01.2020;0,2020;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;20:39:00 - 20:39:59;25.01.2020;0,2007;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;20:50:00 - 20:50:59;25.01.2020;0,2300;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;21:06:00 - 21:06:59;25.01.2020;0,2337;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;21:22:00 - 21:22:59;25.01.2020;0,2375;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;21:32:00 - 21:32:59;25.01.2020;0,2324;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;21:47:00 - 21:47:59;25.01.2020;0,2542;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;22:09:00 - 22:09:59;25.01.2020;0,1160;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;22:27:00 - 22:27:59;25.01.2020;0,1034;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;22:47:00 - 22:47:59;25.01.2020;0,0397;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;23:07:00 - 23:07:59;25.01.2020;0,0244;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;23:27:00 - 23:27:59;25.01.2020;0,0384;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;23:48:00 - 23:48:59;25.01.2020;0,0424;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;24:06:00 - 24:06:59;25.01.2020;0,0359;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;24:23:00 - 24:23:59;25.01.2020;0,0710;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;24:42:00 - 24:42:59;25.01.2020;0,0886;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;25:03:00 - 25:03:59;25.01.2020;0,0856;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;25:07:00 - 25:07:59;25.01.2020;0,0882;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;25:29:00 - 25:29:59;25.01.2020;0,0908;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;25:48:00 - 25:48:59;25.01.2020;0,0920;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;26:12:00 - 26:12:59;25.01.2020;0,0990;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;27:08:00 - 27:08:59;25.01.2020;0,0113;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;28:04:00 - 28:04:59;25.01.2020;0,0012;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;09:11:00 - 09:11:59;25.01.2020;0,0965;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;10:09:00 - 10:09:59;25.01.2020;0,1263;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;11:09:00 - 11:09:59;25.01.2020;0,2167;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;12:10:00 - 12:10:59;25.01.2020;0,1213;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;13:12:00 - 13:12:59;25.01.2020;0,1518;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;15:12:00 - 15:12:59;25.01.2020;0,1073;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;16:15:00 - 16:15:59;25.01.2020;0,1367;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;17:12:00 - 17:12:59;25.01.2020;0,0852;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;18:14:00 - 18:14:59;25.01.2020;0,0957;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;19:14:00 - 19:14:59;25.01.2020;0,1018;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;20:10:00 - 20:10:59;25.01.2020;0,1646;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;21:08:00 - 21:08:59;25.01.2020;0,2039;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;22:11:00 - 22:11:59;25.01.2020;0,1131;1
1874;Ю (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;23:10:00 - 23:10:59;25.01.2020;0,0117;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;06:20:00 - 06:20:59;25.01.2020;0,1096;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;06:32:00 - 06:32:59;25.01.2020;0,0919;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;06:45:00 - 06:45:59;25.01.2020;0,1258;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;06:58:00 - 06:58:59;25.01.2020;0,1163;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;07:07:00 - 07:07:59;25.01.2020;0,1711;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;07:08:00 - 07:08:59;25.01.2020;0,1647;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;07:27:00 - 07:27:59;25.01.2020;0,1192;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;07:52:00 - 07:52:59;25.01.2020;0,4230;2
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;08:07:00 - 08:07:59;25.01.2020;0,2021;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;08:36:00 - 08:36:59;25.01.2020;0,4707;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;08:37:00 - 08:37:59;25.01.2020;0,4357;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;08:51:00 - 08:51:59;25.01.2020;0,3711;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;09:12:00 - 09:12:59;25.01.2020;0,5029;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;09:26:00 - 09:26:59;25.01.2020;0,3734;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;09:54:00 - 09:54:59;25.01.2020;0,1530;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;10:21:00 - 10:21:59;25.01.2020;0,3313;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;10:35:00 - 10:35:59;25.01.2020;0,3207;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;10:51:00 - 10:51:59;25.01.2020;0,3082;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;11:22:00 - 11:22:59;25.01.2020;0,1441;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;11:43:00 - 11:43:59;25.01.2020;0,1051;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;12:17:00 - 12:17:59;25.01.2020;0,2479;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;12:33:00 - 12:33:59;25.01.2020;0,1693;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;12:48:00 - 12:48:59;25.01.2020;0,2125;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;13:13:00 - 13:13:59;25.01.2020;0,1992;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;13:16:00 - 13:16:59;25.01.2020;0,1863;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;13:31:00 - 13:31:59;25.01.2020;0,1104;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;13:48:00 - 13:48:59;25.01.2020;0,2520;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;14:14:00 - 14:14:59;25.01.2020;0,4160;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;14:15:00 - 14:15:59;25.01.2020;0,3225;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;14:30:00 - 14:30:59;25.01.2020;0,3326;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;14:42:00 - 14:42:59;25.01.2020;0,4368;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;14:44:00 - 14:44:59;25.01.2020;0,3013;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;15:04:00 - 15:04:59;25.01.2020;0,2665;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;15:18:00 - 15:18:59;25.01.2020;0,3374;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;15:22:00 - 15:22:59;25.01.2020;0,1968;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;15:34:00 - 15:34:59;25.01.2020;0,3138;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;16:05:00 - 16:05:59;25.01.2020;0,4250;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;16:32:00 - 16:32:59;25.01.2020;0,4775;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;16:48:00 - 16:48:59;25.01.2020;0,5073;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;17:16:00 - 17:16:59;25.01.2020;0,9675;2
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;17:32:00 - 17:32:59;25.01.2020;0,4148;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;17:48:00 - 17:48:59;25.01.2020;0,4182;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;18:21:00 - 18:21:59;25.01.2020;0,5692;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;18:35:00 - 18:35:59;25.01.2020;0,4094;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;18:52:00 - 18:52:59;25.01.2020;0,5144;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;19:06:00 - 19:06:59;25.01.2020;0,6600;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;19:23:00 - 19:23:59;25.01.2020;0,6702;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;19:38:00 - 19:38:59;25.01.2020;0,5520;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;20:04:00 - 20:04:59;25.01.2020;0,6727;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;20:30:00 - 20:30:59;25.01.2020;1,0183;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;20:47:00 - 20:47:59;25.01.2020;1,0435;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;21:06:00 - 21:06:59;25.01.2020;0,8503;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;21:29:00 - 21:29:59;25.01.2020;1,0504;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;21:47:00 - 21:47:59;25.01.2020;0,6381;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;22:12:00 - 22:12:59;25.01.2020;0,8466;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;22:27:00 - 22:27:59;25.01.2020;0,8061;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;22:45:00 - 22:45:59;25.01.2020;0,4981;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;23:10:00 - 23:10:59;25.01.2020;0,5543;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;23:23:00 - 23:23:59;25.01.2020;0,5285;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;23:38:00 - 23:38:59;25.01.2020;0,5385;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;24:11:00 - 24:11:59;25.01.2020;0,4507;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;24:30:00 - 24:30:59;25.01.2020;0,1896;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;24:45:00 - 24:45:59;25.01.2020;0,1116;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;25:13:00 - 25:13:59;25.01.2020;0,1370;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;25:39:00 - 25:39:59;25.01.2020;0,1885;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;25:53:00 - 25:53:59;25.01.2020;0,2027;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;26:12:00 - 26:12:59;25.01.2020;0,1758;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;26:23:00 - 26:23:59;25.01.2020;0,1633;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;26:55:00 - 26:55:59;25.01.2020;0,0755;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;08:52:00 - 08:52:59;25.01.2020;0,3248;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;09:14:00 - 09:14:59;25.01.2020;0,4721;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;09:28:00 - 09:28:59;25.01.2020;0,2578;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;10:24:00 - 10:24:59;25.01.2020;0,2282;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;10:38:00 - 10:38:59;25.01.2020;0,2409;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;10:53:00 - 10:53:59;25.01.2020;0,1912;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;11:24:00 - 11:24:59;25.01.2020;0,0626;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;11:45:00 - 11:45:59;25.01.2020;0,0757;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;12:20:00 - 12:20:59;25.01.2020;0,2062;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;12:35:00 - 12:35:59;25.01.2020;0,1287;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;13:32:00 - 13:32:59;25.01.2020;0,1523;1
1875;ЗВЕЗДА (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Выходной;Суббота;13:50:00 - 13:50:59;25.01.2020;0,1951;1
