nan;nan;nan;nan;nan;nan;nan;TVR;TVR;Quantity;Quantity
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;20:46:00 - 20:46:59;08.01.2020;0,2344;0,2726;1;1
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;20:58:00 - 20:58:59;08.01.2020;0,2298;0,2687;1;1
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:17:00 - 21:17:59;08.01.2020;0,0750;0,0865;1;1
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:29:00 - 21:29:59;08.01.2020;0,1306;0,1480;1;1
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:33:00 - 21:33:59;08.01.2020;0,1224;0,1416;1;1
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:41:00 - 21:41:59;08.01.2020;0,1266;0,1432;1;1
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:55:00 - 21:55:59;08.01.2020;0,1672;0,1920;1;1
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;22:47:00 - 22:47:59;08.01.2020;0,2878;0,3235;1;1
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;22:57:00 - 22:57:59;08.01.2020;0,2570;0,2922;1;1
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;23:52:00 - 23:52:59;08.01.2020;0,3331;0,3877;1;1
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;24:08:00 - 24:08:59;08.01.2020;0,2475;0,2860;1;1
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;24:18:00 - 24:18:59;08.01.2020;0,1205;0,1415;1;1
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;24:26:00 - 24:26:59;08.01.2020;0,1072;0,1256;1;1
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;25:15:00 - 25:15:59;08.01.2020;0,0905;0,1085;1;1
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;05:36:00 - 05:36:59;08.01.2020;0,0178;0,0000;1;1
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;06:41:00 - 06:41:59;08.01.2020;0,0210;0,0252;1;1
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;07:24:00 - 07:24:59;08.01.2020;0,0388;0,0465;1;1
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;18:29:00 - 18:29:59;08.01.2020;0,1904;0,2232;1;1
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;19:31:00 - 19:31:59;08.01.2020;0,1693;0,2029;1;1
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;20:47:00 - 20:47:59;08.01.2020;0,1856;0,2225;1;1
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;21:31:00 - 21:31:59;08.01.2020;0,1007;0,1156;1;1
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;24:19:00 - 24:19:59;08.01.2020;0,1033;0,1209;1;1
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;24:27:00 - 24:27:59;08.01.2020;0,0965;0,1128;1;1
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;25:16:00 - 25:16:59;08.01.2020;0,0762;0,0913;1;1
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;26:24:00 - 26:24:59;08.01.2020;0,0730;0,0875;1;1
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;27:24:00 - 27:24:59;08.01.2020;0,0924;0,1107;1;1
975;МАТЧ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;28:16:00 - 28:16:59;08.01.2020;0,0306;0,0367;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;09:08:00 - 09:08:59;08.01.2020;0,0127;0,0152;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;09:18:00 - 09:18:59;08.01.2020;0,0150;0,0179;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;09:43:00 - 09:43:59;08.01.2020;0,0411;0,0492;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;09:54:00 - 09:54:59;08.01.2020;0,0557;0,0668;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;10:07:00 - 10:07:59;08.01.2020;0,0627;0,0751;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;10:16:00 - 10:16:59;08.01.2020;0,0647;0,0776;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;10:19:00 - 10:19:59;08.01.2020;0,0651;0,0780;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;10:37:00 - 10:37:59;08.01.2020;0,0753;0,0724;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;10:48:00 - 10:48:59;08.01.2020;0,0644;0,0772;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;11:06:00 - 11:06:59;08.01.2020;0,0462;0,0532;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;11:21:00 - 11:21:59;08.01.2020;0,0470;0,0468;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;11:35:00 - 11:35:59;08.01.2020;0,0506;0,0586;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;11:50:00 - 11:50:59;08.01.2020;0,0548;0,0562;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;12:06:00 - 12:06:59;08.01.2020;0,0594;0,0667;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;12:22:00 - 12:22:59;08.01.2020;0,0400;0,0458;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;13:09:00 - 13:09:59;08.01.2020;0,0650;0,0737;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;13:18:00 - 13:18:59;08.01.2020;0,0544;0,0632;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;13:43:00 - 13:43:59;08.01.2020;0,0431;0,0497;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;14:02:00 - 14:02:59;08.01.2020;0,0518;0,0601;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;14:21:00 - 14:21:59;08.01.2020;0,0877;0,1031;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;14:38:00 - 14:38:59;08.01.2020;0,1018;0,1201;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;14:51:00 - 14:51:59;08.01.2020;0,0698;0,0816;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;15:10:00 - 15:10:59;08.01.2020;0,0705;0,0824;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;15:30:00 - 15:30:59;08.01.2020;0,0560;0,0628;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;15:47:00 - 15:47:59;08.01.2020;0,0406;0,0444;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;16:06:00 - 16:06:59;08.01.2020;0,0378;0,0410;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;16:22:00 - 16:22:59;08.01.2020;0,0774;0,0884;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;16:43:00 - 16:43:59;08.01.2020;0,0608;0,0685;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;17:09:00 - 17:09:59;08.01.2020;0,0448;0,0493;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;17:29:00 - 17:29:59;08.01.2020;0,0432;0,0447;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;17:33:00 - 17:33:59;08.01.2020;0,0403;0,0400;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;17:43:00 - 17:43:59;08.01.2020;0,0388;0,0382;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;18:08:00 - 18:08:59;08.01.2020;0,0557;0,0625;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;18:25:00 - 18:25:59;08.01.2020;0,0629;0,0598;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;18:40:00 - 18:40:59;08.01.2020;0,0651;0,0635;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;19:38:00 - 19:38:59;08.01.2020;0,0276;0,0310;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;19:47:00 - 19:47:59;08.01.2020;0,0372;0,0425;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;20:08:00 - 20:08:59;08.01.2020;0,0645;0,0752;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;20:27:00 - 20:27:59;08.01.2020;0,0159;0,0144;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;20:40:00 - 20:40:59;08.01.2020;0,0186;0,0202;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:11:00 - 21:11:59;08.01.2020;0,0422;0,0485;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:32:00 - 21:32:59;08.01.2020;0,0274;0,0308;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:46:00 - 21:46:59;08.01.2020;0,0426;0,0489;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;22:11:00 - 22:11:59;08.01.2020;0,0222;0,0260;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;22:28:00 - 22:28:59;08.01.2020;0,0259;0,0311;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;22:47:00 - 22:47:59;08.01.2020;0,0261;0,0312;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;23:09:00 - 23:09:59;08.01.2020;0,0952;0,1141;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;23:25:00 - 23:25:59;08.01.2020;0,1258;0,1508;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;23:46:00 - 23:46:59;08.01.2020;0,1101;0,1320;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;24:03:00 - 24:03:59;08.01.2020;0,0486;0,0582;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;24:19:00 - 24:19:59;08.01.2020;0,0611;0,0732;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;24:40:00 - 24:40:59;08.01.2020;0,0685;0,0821;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;25:07:00 - 25:07:59;08.01.2020;0,1094;0,1277;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;25:20:00 - 25:20:59;08.01.2020;0,1039;0,1211;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;25:40:00 - 25:40:59;08.01.2020;0,0596;0,0680;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;07:15:00 - 07:15:59;08.01.2020;0,0227;0,0228;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;07:30:00 - 07:30:59;08.01.2020;0,0171;0,0162;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;07:42:00 - 07:42:59;08.01.2020;0,0137;0,0132;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;08:09:00 - 08:09:59;08.01.2020;0,0171;0,0205;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;08:19:00 - 08:19:59;08.01.2020;0,0042;0,0051;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;08:38:00 - 08:38:59;08.01.2020;0,0237;0,0283;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;08:50:00 - 08:50:59;08.01.2020;0,0644;0,0772;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;09:19:00 - 09:19:59;08.01.2020;0,0076;0,0091;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;10:18:00 - 10:18:59;08.01.2020;0,0591;0,0709;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;11:23:00 - 11:23:59;08.01.2020;0,0452;0,0468;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;12:36:00 - 12:36:59;08.01.2020;0,0402;0,0440;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;12:51:00 - 12:51:59;08.01.2020;0,0517;0,0579;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;13:20:00 - 13:20:59;08.01.2020;0,0443;0,0511;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;14:22:00 - 14:22:59;08.01.2020;0,0719;0,0842;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;15:33:00 - 15:33:59;08.01.2020;0,0456;0,0524;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;16:24:00 - 16:24:59;08.01.2020;0,0713;0,0812;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;17:31:00 - 17:31:59;08.01.2020;0,0380;0,0421;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;18:27:00 - 18:27:59;08.01.2020;0,0530;0,0501;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;19:13:00 - 19:13:59;08.01.2020;0,0292;0,0237;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;19:23:00 - 19:23:59;08.01.2020;0,0261;0,0198;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;20:31:00 - 20:31:59;08.01.2020;0,0175;0,0210;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;21:35:00 - 21:35:59;08.01.2020;0,0000;0,0000;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;22:31:00 - 22:31:59;08.01.2020;0,0050;0,0060;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;23:27:00 - 23:27:59;08.01.2020;0,0860;0,1031;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;24:21:00 - 24:21:59;08.01.2020;0,0297;0,0356;1;1
1335;ТНТ 4 (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;25:20:00 - 25:20:59;08.01.2020;0,0996;0,1160;1;1
1858;ПЕРВЫЙ КАНАЛ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;06:42:00 - 06:42:59;08.01.2020;0,2681;0,3156;1;1
1858;ПЕРВЫЙ КАНАЛ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;07:13:00 - 07:13:59;08.01.2020;0,2787;0,3341;1;1
1858;ПЕРВЫЙ КАНАЛ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;07:40:00 - 07:40:59;08.01.2020;0,3479;0,4170;1;1
1858;ПЕРВЫЙ КАНАЛ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;08:28:00 - 08:28:59;08.01.2020;0,9080;1,0273;1;1
1858;ПЕРВЫЙ КАНАЛ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;08:50:00 - 08:50:59;08.01.2020;1,1526;1,2932;1;1
1858;ПЕРВЫЙ КАНАЛ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;09:15:00 - 09:15:59;08.01.2020;1,0873;1,2998;1;1
1858;ПЕРВЫЙ КАНАЛ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;09:28:00 - 09:28:59;08.01.2020;1,2908;1,5218;1;1
1858;ПЕРВЫЙ КАНАЛ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;09:43:00 - 09:43:59;08.01.2020;1,3433;1,5493;1;1
1858;ПЕРВЫЙ КАНАЛ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;10:26:00 - 10:26:59;08.01.2020;1,4836;1,7563;1;1
1858;ПЕРВЫЙ КАНАЛ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;10:41:00 - 10:41:59;08.01.2020;1,3470;1,5760;1;1
1858;ПЕРВЫЙ КАНАЛ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;11:03:00 - 11:03:59;08.01.2020;1,5189;1,8021;1;1
1858;ПЕРВЫЙ КАНАЛ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;11:31:00 - 11:31:59;08.01.2020;1,5773;1,8386;1;1
1858;ПЕРВЫЙ КАНАЛ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;11:47:00 - 11:47:59;08.01.2020;1,7119;2,0126;1;1
1858;ПЕРВЫЙ КАНАЛ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;12:30:00 - 12:30:59;08.01.2020;1,8414;2,1637;1;1
1858;ПЕРВЫЙ КАНАЛ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;12:52:00 - 12:52:59;08.01.2020;1,7722;2,0562;1;1
