nan;nan;nan;nan;nan;nan;nan;TVR;TVR;Quantity;Quantity
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;18:13:00 - 18:13:59;08.01.2020;0,7784;0,9136;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;18:32:00 - 18:32:59;08.01.2020;0,8248;0,9628;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;18:50:00 - 18:50:59;08.01.2020;0,8297;0,9697;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;19:11:00 - 19:11:59;08.01.2020;1,0387;1,1805;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;19:31:00 - 19:31:59;08.01.2020;1,2698;1,4505;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;19:50:00 - 19:50:59;08.01.2020;1,2715;1,4681;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;20:10:00 - 20:10:59;08.01.2020;1,1160;1,2817;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;20:27:00 - 20:27:59;08.01.2020;1,2227;1,4096;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;20:45:00 - 20:45:59;08.01.2020;1,0855;1,2454;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:16:00 - 21:16:59;08.01.2020;0,8865;1,0360;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:32:00 - 21:32:59;08.01.2020;0,7608;0,8797;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:50:00 - 21:50:59;08.01.2020;0,7801;0,9027;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;22:07:00 - 22:07:59;08.01.2020;0,4702;0,5405;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;22:28:00 - 22:28:59;08.01.2020;0,4691;0,5391;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;22:48:00 - 22:48:59;08.01.2020;0,5439;0,6165;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;23:05:00 - 23:05:59;08.01.2020;0,5716;0,6509;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;23:28:00 - 23:28:59;08.01.2020;0,4217;0,4998;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;23:45:00 - 23:45:59;08.01.2020;0,3654;0,4323;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;24:09:00 - 24:09:59;08.01.2020;0,2525;0,2969;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;24:20:00 - 24:20:59;08.01.2020;0,2714;0,3196;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;24:35:00 - 24:35:59;08.01.2020;0,2964;0,3496;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;25:09:00 - 25:09:59;08.01.2020;0,2733;0,3220;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;25:25:00 - 25:25:59;08.01.2020;0,2648;0,3118;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;25:48:00 - 25:48:59;08.01.2020;0,1876;0,2158;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;26:05:00 - 26:05:59;08.01.2020;0,1525;0,1760;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;26:37:00 - 26:37:59;08.01.2020;0,1162;0,1336;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;26:55:00 - 26:55:59;08.01.2020;0,1119;0,1284;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;27:09:00 - 27:09:59;08.01.2020;0,1180;0,1358;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;27:33:00 - 27:33:59;08.01.2020;0,1431;0,1658;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;27:50:00 - 27:50:59;08.01.2020;0,1394;0,1671;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;28:07:00 - 28:07:59;08.01.2020;0,1392;0,1668;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;28:27:00 - 28:27:59;08.01.2020;0,1690;0,2026;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;28:45:00 - 28:45:59;08.01.2020;0,0923;0,1106;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;06:37:00 - 06:37:59;08.01.2020;0,0555;0,0665;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;06:51:00 - 06:51:59;08.01.2020;0,0555;0,0665;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;07:07:00 - 07:07:59;08.01.2020;0,1033;0,1238;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;07:33:00 - 07:33:59;08.01.2020;0,1170;0,1306;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;08:40:00 - 08:40:59;08.01.2020;0,2032;0,2436;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;08:55:00 - 08:55:59;08.01.2020;0,2092;0,2507;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;09:17:00 - 09:17:59;08.01.2020;0,4073;0,4882;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;09:39:00 - 09:39:59;08.01.2020;0,4036;0,4838;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;09:53:00 - 09:53:59;08.01.2020;0,4472;0,5360;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;10:07:00 - 10:07:59;08.01.2020;0,3794;0,4548;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;10:26:00 - 10:26:59;08.01.2020;0,3471;0,4145;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;11:13:00 - 11:13:59;08.01.2020;0,3849;0,4598;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;11:38:00 - 11:38:59;08.01.2020;0,1467;0,1743;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;11:55:00 - 11:55:59;08.01.2020;0,2077;0,2489;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;12:14:00 - 12:14:59;08.01.2020;0,2201;0,2488;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;12:37:00 - 12:37:59;08.01.2020;0,2283;0,2587;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;12:55:00 - 12:55:59;08.01.2020;0,1985;0,2229;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;13:18:00 - 13:18:59;08.01.2020;0,1600;0,1768;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;13:37:00 - 13:37:59;08.01.2020;0,2188;0,2579;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;13:53:00 - 13:53:59;08.01.2020;0,1667;0,1955;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;14:12:00 - 14:12:59;08.01.2020;0,1396;0,1674;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;14:23:00 - 14:23:59;08.01.2020;0,0356;0,0426;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;15:11:00 - 15:11:59;08.01.2020;0,2240;0,2685;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;15:29:00 - 15:29:59;08.01.2020;0,2504;0,3002;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;15:46:00 - 15:46:59;08.01.2020;0,2054;0,2462;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;16:06:00 - 16:06:59;08.01.2020;0,2472;0,2963;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;16:26:00 - 16:26:59;08.01.2020;0,1661;0,1991;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;16:44:00 - 16:44:59;08.01.2020;0,1938;0,2323;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;17:07:00 - 17:07:59;08.01.2020;0,2343;0,2596;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;17:28:00 - 17:28:59;08.01.2020;0,3797;0,4338;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;18:15:00 - 18:15:59;08.01.2020;0,5593;0,6607;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;18:33:00 - 18:33:59;08.01.2020;0,6355;0,7393;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;18:51:00 - 18:51:59;08.01.2020;0,5861;0,6571;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;19:12:00 - 19:12:59;08.01.2020;0,8156;0,9165;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;19:32:00 - 19:32:59;08.01.2020;0,9251;1,0409;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;19:51:00 - 19:51:59;08.01.2020;0,9166;1,0462;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;20:13:00 - 20:13:59;08.01.2020;0,9150;1,0443;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;20:28:00 - 20:28:59;08.01.2020;0,8651;0,9845;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;21:33:00 - 21:33:59;08.01.2020;0,4920;0,5609;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;21:51:00 - 21:51:59;08.01.2020;0,4569;0,5188;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;22:08:00 - 22:08:59;08.01.2020;0,2530;0,2801;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;22:29:00 - 22:29:59;08.01.2020;0,2829;0,3160;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;22:49:00 - 22:49:59;08.01.2020;0,3774;0,4185;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;23:29:00 - 23:29:59;08.01.2020;0,1386;0,1605;1;1
1861;ТВ ЦЕНТР (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;23:46:00 - 23:46:59;08.01.2020;0,1483;0,1721;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;07:03:00 - 07:03:59;08.01.2020;0,2997;0,3592;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;07:06:00 - 07:06:59;08.01.2020;0,1785;0,2140;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;07:21:00 - 07:21:59;08.01.2020;0,3565;0,4273;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;07:24:00 - 07:24:59;08.01.2020;0,3874;0,4643;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;08:15:00 - 08:15:59;08.01.2020;0,6428;0,7620;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;08:30:00 - 08:30:59;08.01.2020;0,5706;0,6755;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;09:06:00 - 09:06:59;08.01.2020;0,4651;0,5575;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;09:26:00 - 09:26:59;08.01.2020;0,4873;0,5840;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;09:46:00 - 09:46:59;08.01.2020;0,4603;0,5480;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;10:15:00 - 10:15:59;08.01.2020;1,2749;1,4510;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;10:33:00 - 10:33:59;08.01.2020;0,8692;0,9903;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;10:50:00 - 10:50:59;08.01.2020;1,0173;1,1678;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;11:07:00 - 11:07:59;08.01.2020;0,9980;1,1447;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;11:32:00 - 11:32:59;08.01.2020;1,1042;1,2677;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;11:48:00 - 11:48:59;08.01.2020;1,0573;1,2123;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;12:25:00 - 12:25:59;08.01.2020;1,2469;1,4079;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;12:49:00 - 12:49:59;08.01.2020;1,3140;1,4951;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;13:21:00 - 13:21:59;08.01.2020;1,3747;1,5685;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;13:42:00 - 13:42:59;08.01.2020;1,5516;1,7847;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;14:15:00 - 14:15:59;08.01.2020;1,4365;1,6543;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;14:40:00 - 14:40:59;08.01.2020;1,3505;1,5512;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;15:13:00 - 15:13:59;08.01.2020;1,2236;1,4161;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;15:43:00 - 15:43:59;08.01.2020;1,2412;1,4123;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;16:15:00 - 16:15:59;08.01.2020;1,7441;1,9230;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;16:38:00 - 16:38:59;08.01.2020;1,9638;2,1374;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;17:04:00 - 17:04:59;08.01.2020;2,1901;2,4158;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;17:21:00 - 17:21:59;08.01.2020;2,5353;2,8002;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;17:45:00 - 17:45:59;08.01.2020;2,8322;3,1598;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;18:07:00 - 18:07:59;08.01.2020;2,8322;3,1169;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;18:41:00 - 18:41:59;08.01.2020;2,8117;3,1027;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;19:22:00 - 19:22:59;08.01.2020;3,3797;3,8260;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;19:46:00 - 19:46:59;08.01.2020;3,1853;3,5547;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;20:09:00 - 20:09:59;08.01.2020;3,6886;4,1339;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;20:27:00 - 20:27:59;08.01.2020;3,7887;4,2859;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;20:50:00 - 20:50:59;08.01.2020;4,0982;4,6646;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:14:00 - 21:14:59;08.01.2020;4,0538;4,6670;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:35:00 - 21:35:59;08.01.2020;4,1175;4,7255;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;22:05:00 - 22:05:59;08.01.2020;4,4048;5,0294;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;22:24:00 - 22:24:59;08.01.2020;3,5806;4,0641;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;22:48:00 - 22:48:59;08.01.2020;3,5413;4,0492;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;23:31:00 - 23:31:59;08.01.2020;1,1329;1,3155;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;23:48:00 - 23:48:59;08.01.2020;0,9069;1,0655;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;24:07:00 - 24:07:59;08.01.2020;0,9225;1,0576;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;24:24:00 - 24:24:59;08.01.2020;0,7950;0,9044;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;24:47:00 - 24:47:59;08.01.2020;0,5572;0,6279;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;25:04:00 - 25:04:59;08.01.2020;0,4194;0,4651;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;25:26:00 - 25:26:59;08.01.2020;0,2622;0,2789;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;25:29:00 - 25:29:59;08.01.2020;0,2578;0,2735;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;25:44:00 - 25:44:59;08.01.2020;0,2050;0,2103;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;25:47:00 - 25:47:59;08.01.2020;0,1980;0,2018;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;26:12:00 - 26:12:59;08.01.2020;0,0455;0,0514;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;26:28:00 - 26:28:59;08.01.2020;0,1954;0,2342;2;2
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;26:45:00 - 26:45:59;08.01.2020;0,0632;0,0757;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;07:05:00 - 07:05:59;08.01.2020;0,1785;0,2140;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;08:18:00 - 08:18:59;08.01.2020;0,4255;0,5015;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;10:17:00 - 10:17:59;08.01.2020;0,9180;1,0296;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;16:17:00 - 16:17:59;08.01.2020;0,9668;1,0362;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;20:29:00 - 20:29:59;08.01.2020;2,4502;2,7737;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;21:16:00 - 21:16:59;08.01.2020;2,9125;3,3622;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;21:38:00 - 21:38:59;08.01.2020;2,8880;3,3283;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;22:07:00 - 22:07:59;08.01.2020;3,2217;3,6635;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;24:10:00 - 24:10:59;08.01.2020;0,6607;0,7538;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;24:26:00 - 24:26:59;08.01.2020;0,6095;0,6925;1;1
1863;РОССИЯ К (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;07:32:00 - 07:32:59;08.01.2020;0,0694;0,0832;1;1
1863;РОССИЯ К (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;23:35:00 - 23:35:59;08.01.2020;0,1642;0,1917;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;07:32:00 - 07:32:59;08.01.2020;0,0685;0,0821;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;07:55:00 - 07:55:59;08.01.2020;0,0623;0,0747;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;08:14:00 - 08:14:59;08.01.2020;0,0385;0,0462;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;08:26:00 - 08:26:59;08.01.2020;0,0972;0,1165;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;09:56:00 - 09:56:59;08.01.2020;0,0328;0,0394;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;10:37:00 - 10:37:59;08.01.2020;0,0742;0,0890;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;10:51:00 - 10:51:59;08.01.2020;0,0764;0,0916;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;11:35:00 - 11:35:59;08.01.2020;0,1000;0,1199;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;11:55:00 - 11:55:59;08.01.2020;0,0861;0,0983;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;12:42:00 - 12:42:59;08.01.2020;0,1357;0,1504;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;12:51:00 - 12:51:59;08.01.2020;0,1418;0,1571;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;13:34:00 - 13:34:59;08.01.2020;0,0520;0,0623;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;13:48:00 - 13:48:59;08.01.2020;0,0457;0,0547;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;14:40:00 - 14:40:59;08.01.2020;0,0488;0,0419;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;14:53:00 - 14:53:59;08.01.2020;0,0835;0,0836;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;15:13:00 - 15:13:59;08.01.2020;0,0821;0,0729;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;15:47:00 - 15:47:59;08.01.2020;0,0770;0,0923;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;16:21:00 - 16:21:59;08.01.2020;0,0811;0,0972;1;1
