nan;nan;nan;nan;nan;nan;nan;TVR;TVR;Quantity;Quantity
nan;nan;nan;nan;nan;nan;nan;Total;all 18+;Total;all 18+
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;09:30:00 - 09:59:59;08.01.2020;0,4603;0,5480;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;10:00:00 - 10:29:59;08.01.2020;1,2749;1,4510;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;10:30:00 - 10:59:59;08.01.2020;1,8864;2,1580;2;2
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;11:00:00 - 11:29:59;08.01.2020;0,9980;1,1447;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;11:30:00 - 11:59:59;08.01.2020;2,1615;2,4800;2;2
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;12:00:00 - 12:29:59;08.01.2020;1,2469;1,4079;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;12:30:00 - 12:59:59;08.01.2020;1,3140;1,4951;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;13:00:00 - 13:29:59;08.01.2020;1,3747;1,5685;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;13:30:00 - 13:59:59;08.01.2020;1,5516;1,7847;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;14:00:00 - 14:29:59;08.01.2020;1,4365;1,6543;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;14:30:00 - 14:59:59;08.01.2020;1,3505;1,5512;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;15:00:00 - 15:29:59;08.01.2020;1,2236;1,4161;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;15:30:00 - 15:59:59;08.01.2020;1,2412;1,4123;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;16:00:00 - 16:29:59;08.01.2020;1,7441;1,9230;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;16:30:00 - 16:59:59;08.01.2020;1,9638;2,1374;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;17:00:00 - 17:29:59;08.01.2020;4,7254;5,2160;2;2
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;17:30:00 - 17:59:59;08.01.2020;2,8322;3,1598;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;18:00:00 - 18:29:59;08.01.2020;2,8322;3,1169;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;18:30:00 - 18:59:59;08.01.2020;2,8117;3,1027;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;19:00:00 - 19:29:59;08.01.2020;3,3797;3,8260;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;19:30:00 - 19:59:59;08.01.2020;3,1853;3,5547;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;20:00:00 - 20:29:59;08.01.2020;7,4773;8,4198;2;2
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;20:30:00 - 20:59:59;08.01.2020;4,0982;4,6646;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:00:00 - 21:29:59;08.01.2020;4,0538;4,6670;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:30:00 - 21:59:59;08.01.2020;4,1175;4,7255;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;22:00:00 - 22:29:59;08.01.2020;7,9854;9,0935;2;2
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;22:30:00 - 22:59:59;08.01.2020;3,5413;4,0492;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;23:30:00 - 23:59:59;08.01.2020;2,0397;2,3810;2;2
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;24:00:00 - 24:29:59;08.01.2020;1,7174;1,9620;2;2
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;24:30:00 - 24:59:59;08.01.2020;0,5572;0,6279;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;25:00:00 - 25:29:59;08.01.2020;0,9393;1,0174;3;3
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;25:30:00 - 25:59:59;08.01.2020;0,4030;0,4121;2;2
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;26:00:00 - 26:29:59;08.01.2020;0,2409;0,2856;3;3
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;26:30:00 - 26:59:59;08.01.2020;0,0632;0,0757;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;07:00:00 - 07:29:59;08.01.2020;0,1785;0,2140;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;08:00:00 - 08:29:59;08.01.2020;0,4255;0,5015;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;10:00:00 - 10:29:59;08.01.2020;0,9180;1,0296;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;16:00:00 - 16:29:59;08.01.2020;0,9668;1,0362;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;20:00:00 - 20:29:59;08.01.2020;2,4502;2,7737;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;21:00:00 - 21:29:59;08.01.2020;2,9125;3,3622;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;21:30:00 - 21:59:59;08.01.2020;2,8880;3,3283;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;22:00:00 - 22:29:59;08.01.2020;3,2217;3,6635;1;1
1862;НТВ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;24:00:00 - 24:29:59;08.01.2020;1,2702;1,4463;2;2
1863;РОССИЯ К (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;07:30:00 - 07:59:59;08.01.2020;0,0694;0,0832;1;1
1863;РОССИЯ К (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;23:30:00 - 23:59:59;08.01.2020;0,1642;0,1917;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;07:30:00 - 07:59:59;08.01.2020;0,1308;0,1568;2;2
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;08:00:00 - 08:29:59;08.01.2020;0,1358;0,1627;2;2
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;09:30:00 - 09:59:59;08.01.2020;0,0328;0,0394;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;10:30:00 - 10:59:59;08.01.2020;0,1507;0,1806;2;2
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;11:30:00 - 11:59:59;08.01.2020;0,1861;0,2182;2;2
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;12:30:00 - 12:59:59;08.01.2020;0,2775;0,3075;2;2
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;13:30:00 - 13:59:59;08.01.2020;0,0977;0,1171;2;2
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;14:30:00 - 14:59:59;08.01.2020;0,1323;0,1255;2;2
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;15:00:00 - 15:29:59;08.01.2020;0,0821;0,0729;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;15:30:00 - 15:59:59;08.01.2020;0,0770;0,0923;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;16:00:00 - 16:29:59;08.01.2020;0,0811;0,0972;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;16:30:00 - 16:59:59;08.01.2020;0,0674;0,0808;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;17:00:00 - 17:29:59;08.01.2020;0,0650;0,0779;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;17:30:00 - 17:59:59;08.01.2020;0,0626;0,0750;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;18:00:00 - 18:29:59;08.01.2020;0,0889;0,1066;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;18:30:00 - 18:59:59;08.01.2020;0,2192;0,2604;2;2
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;19:00:00 - 19:29:59;08.01.2020;0,1055;0,1264;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;19:30:00 - 19:59:59;08.01.2020;0,1079;0,1273;2;2
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;20:00:00 - 20:29:59;08.01.2020;0,0317;0,0364;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;20:30:00 - 20:59:59;08.01.2020;0,0456;0,0546;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:00:00 - 21:29:59;08.01.2020;0,0421;0,0504;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:30:00 - 21:59:59;08.01.2020;0,0403;0,0483;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;22:00:00 - 22:29:59;08.01.2020;0,0217;0,0219;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;22:30:00 - 22:59:59;08.01.2020;0,0346;0,0415;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;23:00:00 - 23:29:59;08.01.2020;0,0814;0,0951;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;23:30:00 - 23:59:59;08.01.2020;0,1491;0,1788;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;24:00:00 - 24:29:59;08.01.2020;0,3402;0,4078;2;2
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;24:30:00 - 24:59:59;08.01.2020;0,1592;0,1846;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;25:00:00 - 25:29:59;08.01.2020;0,1946;0,2149;3;3
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;06:30:00 - 06:59:59;08.01.2020;0,0194;0,0233;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;07:00:00 - 07:29:59;08.01.2020;0,0419;0,0502;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;08:30:00 - 08:59:59;08.01.2020;0,0735;0,0881;2;2
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;15:00:00 - 15:29:59;08.01.2020;0,0779;0,0679;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;15:30:00 - 15:59:59;08.01.2020;0,0477;0,0572;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;16:00:00 - 16:29:59;08.01.2020;0,0672;0,0806;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;16:30:00 - 16:59:59;08.01.2020;0,0741;0,0888;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;17:00:00 - 17:29:59;08.01.2020;0,0457;0,0548;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;17:30:00 - 17:59:59;08.01.2020;0,0558;0,0668;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;18:00:00 - 18:29:59;08.01.2020;0,0678;0,0812;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;19:00:00 - 19:29:59;08.01.2020;0,0724;0,0868;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;20:00:00 - 20:29:59;08.01.2020;0,0189;0,0226;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;20:30:00 - 20:59:59;08.01.2020;0,0194;0,0233;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;21:00:00 - 21:29:59;08.01.2020;0,0404;0,0318;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;21:30:00 - 21:59:59;08.01.2020;0,0365;0,0438;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;22:00:00 - 22:29:59;08.01.2020;0,0091;0,0108;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;22:30:00 - 22:59:59;08.01.2020;0,0283;0,0339;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;23:00:00 - 23:29:59;08.01.2020;0,1277;0,1530;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;23:30:00 - 23:59:59;08.01.2020;0,0919;0,1102;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;24:30:00 - 24:59:59;08.01.2020;0,1185;0,1359;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;25:30:00 - 25:59:59;08.01.2020;0,0571;0,0623;1;1
1865;ЧЕ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;26:00:00 - 26:29:59;08.01.2020;0,0205;0,0245;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;07:30:00 - 07:59:59;08.01.2020;0,4500;0,4750;2;2
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;08:30:00 - 08:59:59;08.01.2020;0,6679;0,5158;2;2
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;09:30:00 - 09:59:59;08.01.2020;1,2719;1,2387;2;2
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;10:30:00 - 10:59:59;08.01.2020;2,0651;1,9567;2;2
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;11:30:00 - 11:59:59;08.01.2020;2,1261;1,8600;2;2
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;12:30:00 - 12:59:59;08.01.2020;3,1588;2,8992;2;2
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;13:30:00 - 13:59:59;08.01.2020;3,7401;3,4583;2;2
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;14:30:00 - 14:59:59;08.01.2020;2,0364;2,0248;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;15:30:00 - 15:59:59;08.01.2020;2,4545;2,3472;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;16:30:00 - 16:59:59;08.01.2020;2,3926;2,2272;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;17:30:00 - 17:59:59;08.01.2020;2,5242;2,4249;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;18:00:00 - 18:29:59;08.01.2020;2,8985;2,8118;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;18:30:00 - 18:59:59;08.01.2020;2,8018;2,6128;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;19:30:00 - 19:59:59;08.01.2020;3,1045;2,8741;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;20:00:00 - 20:29:59;08.01.2020;3,9242;3,6661;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;20:30:00 - 20:59:59;08.01.2020;3,9593;3,6338;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:00:00 - 21:29:59;08.01.2020;4,3229;4,1671;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:30:00 - 21:59:59;08.01.2020;4,3328;4,1887;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;22:00:00 - 22:29:59;08.01.2020;4,1332;3,9774;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;22:30:00 - 22:59:59;08.01.2020;0,9999;1,0177;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;23:00:00 - 23:29:59;08.01.2020;0,7821;0,7560;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;23:30:00 - 23:59:59;08.01.2020;0,7107;0,7248;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;24:00:00 - 24:29:59;08.01.2020;0,5734;0,6034;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;24:30:00 - 24:59:59;08.01.2020;0,5972;0,6809;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;25:00:00 - 25:29:59;08.01.2020;0,5327;0,6058;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;25:30:00 - 25:59:59;08.01.2020;0,2919;0,3406;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;06:30:00 - 06:59:59;08.01.2020;0,0463;0,0406;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;07:00:00 - 07:29:59;08.01.2020;0,0463;0,0406;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;08:00:00 - 08:29:59;08.01.2020;0,2573;0,2721;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;09:00:00 - 09:29:59;08.01.2020;0,2185;0,1671;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;15:30:00 - 15:59:59;08.01.2020;1,4824;1,4078;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;17:00:00 - 17:29:59;08.01.2020;1,4624;1,3581;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;17:30:00 - 17:59:59;08.01.2020;1,9469;1,8915;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;18:00:00 - 18:29:59;08.01.2020;1,5289;1,4395;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;19:00:00 - 19:29:59;08.01.2020;3,9833;3,6094;2;2
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;20:00:00 - 20:29:59;08.01.2020;2,4687;2,2430;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;20:30:00 - 20:59:59;08.01.2020;3,0782;2,7844;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;21:00:00 - 21:29:59;08.01.2020;2,5960;2,3252;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;21:30:00 - 21:59:59;08.01.2020;3,3727;3,1161;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;22:00:00 - 22:29:59;08.01.2020;3,2134;3,0473;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;22:30:00 - 22:59:59;08.01.2020;0,4705;0,4129;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;23:00:00 - 23:29:59;08.01.2020;0,6417;0,6049;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;23:30:00 - 23:59:59;08.01.2020;0,4522;0,4865;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;24:30:00 - 24:59:59;08.01.2020;0,3421;0,3948;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;25:30:00 - 25:59:59;08.01.2020;0,2939;0,3460;1;1
1867;СТС (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;26:00:00 - 26:29:59;08.01.2020;0,1776;0,2106;1;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;07:30:00 - 07:59:59;08.01.2020;0,1450;0,1739;1;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;08:30:00 - 08:59:59;08.01.2020;0,3667;0,3970;1;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;09:30:00 - 09:59:59;08.01.2020;0,6399;0,7421;1;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;10:30:00 - 10:59:59;08.01.2020;0,6792;0,7959;1;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;11:30:00 - 11:59:59;08.01.2020;0,7233;0,8330;1;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;12:30:00 - 12:59:59;08.01.2020;0,6810;0,7775;1;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;13:30:00 - 13:59:59;08.01.2020;1,1001;1,2567;1;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;14:30:00 - 14:59:59;08.01.2020;1,5728;1,7801;1;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;16:30:00 - 16:59:59;08.01.2020;1,4077;1,5387;1;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;17:00:00 - 17:29:59;08.01.2020;1,4760;1,6538;1;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;17:30:00 - 17:59:59;08.01.2020;1,3797;1,5383;1;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;19:00:00 - 19:29:59;08.01.2020;2,3021;2,6578;1;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;19:30:00 - 19:59:59;08.01.2020;2,5129;2,8644;1;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;20:00:00 - 20:29:59;08.01.2020;2,6796;3,0607;1;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;20:30:00 - 20:59:59;08.01.2020;2,8279;3,1868;1;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:00:00 - 21:29:59;08.01.2020;2,5886;2,8634;1;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:30:00 - 21:59:59;08.01.2020;2,5111;2,7679;1;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;22:00:00 - 22:29:59;08.01.2020;4,9432;5,4251;2;2
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;22:30:00 - 22:59:59;08.01.2020;2,8515;3,1817;1;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;23:00:00 - 23:29:59;08.01.2020;3,4045;3,7689;3;3
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;24:30:00 - 24:59:59;08.01.2020;0,5006;0,5529;1;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;25:00:00 - 25:29:59;08.01.2020;0,9568;1,1314;2;2
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;25:30:00 - 25:59:59;08.01.2020;0,2334;0,2798;1;1
1869;ДОМАШНИЙ (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;06:30:00 - 06:59:59;08.01.2020;0,0991;0,1188;1;1
